item,itemLabel,position,positionLabel,start,end,psid
Q112325675,Kosti Manibe,Q112325289,Humanitarian Affairs,2005-09-21,2007-12-26,Q112325675-C1B12477-9869-4BC4-8C89-2B504AC0F4DC
Q112325676,Kuwal Maniang Ajok,Q112325317,Transport,2005-09-21,2007-12-26,Q112325676-F06FC205-B95E-4BE8-BDE5-66256A40EEBA
Q112325678,Lual Achwel Deng,Q112325303,Petroleum,2010-06-16,2011-12-27,Q112325678-2DF914AF-A256-4F62-B56B-9CBDA58555EB
Q112325679,Luka Byong,Q112325274,Minister of Cabinet Affairs,2010-06-16,2011-12-27,Q112325679-F6AC4DA7-1C58-4C5A-9E1C-E41BE754FF0F
Q112325681,Magdi Hassan Yassin,Q105926147,Finance and Economic Planning,2019-03-13,2019-04-11,Q112325681-F487CFDA-0614-4065-92F9-725A8F9DA2A9
Q112325682,Mahdi Ibrahim,Q112325291,Information,2005-09-21,2007-12-26,Q112325682-4F5598F5-9486-436B-B1F2-A8B97FDF9899
Q112325682,Mahdi Ibrahim,Q112325275,Communications and Information,2001-06-14,2005-09-21,Q112325682-9FA2BBB5-5C22-47C9-B544-3DA4A177C1EF
Q112325683,Majdhub al-Khalifah Ahmad,Q112325266,Agriculture,2001-02-23,2005-09-21,Q112325683-46C359C6-4C4A-4AF4-BB79-9C2D02C22EAE
Q112325714,Makawi Mohammed Awad,Q112325303,Petroleum,2013-12-08,2015-06-07,Q112325714-6670CC47-25B0-49C8-958C-A13E2A806585
Q112325714,Makawi Mohammed Awad,Q112325317,"Transport, Roads, and Bridges",2015-06-07,2018-09-09,Q112325714-CC5277CB-DA3B-4F73-A62C-0DB987C01CE4
Q112325715,Malek Agar Ayar,Q112325294,Investment,2005-09-21,2007-12-26,Q112325715-B1204DFC-8668-4AA2-A9B5-1D736C01DFD8
Q112325717,Mansour Yousif Al-Agab,Q112325315,Trade,2015-06-07,2017-05-12,Q112325717-C14A191F-5436-4AD9-BFE8-70E0A0A50CDD
Q112325718,Martin Malwal Arop,Q112325274,Minister of Cabinet Affairs,2001-02-23,2005-09-21,Q112325718-1F8F51FB-55D5-4CFD-B8D9-774AB5C410F4
Q112325719,Mashaer Mohamed Al-Amin Abdallah,Q112325320,Welfare and Social Security,2013-12-08,2018-09-09,Q112325719-6D32933D-BEDB-4219-8CB5-53605FA19C35
Q112325720,Mashair Ahmad al-Amin al-Dulab,Q112325279,Education,2018-09-09,2019-03-13,Q112325720-796CC66D-C820-4555-B24A-5A506991B7E5
Q112325721,Mekki Ali Balayil,Q112325283,External Trade,2000-01-24,2001-02-23,Q112325721-3E0B9579-DEA2-4A04-B5A4-70D357BDE50C
Q112325721,Mekki Ali Balayil,Q112325273,Aviation,1999-03-06,2000-01-24,Q112325721-526C1FC7-46AD-46D3-B4C2-4B963077B6E6
Q112325722,Mhadi Babou Nimer,Q112325286,Health,1998-03-09,2000-01-24,Q112325722-08DA5D89-0A1D-433F-A02A-E6FB09D3B72F
Q112325723,Modathir Abdul-Ghani Abdul-Rahman,Q112325294,Investment,2015-06-07,2017-05-12,Q112325723-D2114711-803E-4C6A-A14E-41336A7194EB
Q112325724,Mohamed Abdul Karim Al-Hud,Q112325275,Communications and Information Technology,2011-12-27,2012-07-09,Q112325724-0DDDEE6C-8978-4A8C-B192-1983B02256CC
Q112325724,Mohamed Abdul Karim Al-Hud,Q112325271,"Antiquities, Tourism and Wildlife",2012-07-09,2015-06-07,Q112325724-B5C9C033-8DFC-4403-816C-52463AD0A646
Q112325725,Mohamed Abu Zaid Mustafa,Q112325286,Health,2018-09-09,2019-03-13,Q112325725-57B2FE3C-9A40-4186-B503-75FC03DA21F2
Q112325725,Mohamed Abu Zaid Mustafa,Q112325271,"Antiquities, Tourism and Wildlife",2015-06-07,2018-09-09,Q112325725-74B3CE94-DC44-4005-8199-411384EED8BF
Q112325726,Mohamed Ahmed Taher Abu Kalabish,Q112325270,Animal Resources,2008-02-13,2010-06-16,Q112325726-2641B4FB-226A-49DC-8E43-753AD8F9497D
Q112325727,Mohamed Ahmed bin Awaf,Q85851442,Vice-President and Minister of Defence,2019-02-23,2019-04-11,Q112325727-13A49B6E-9C79-4F35-9CB5-C4A80FEBB1BA
Q112325727,Mohamed Ahmed bin Awaf,Q85851442,Defence,2015-08-23,2019-02-23,Q112325727-1438E473-9DD5-42D5-96C0-F3282199A827
Q112325728,Mohamed Bushara Dosa,Q112325297,Justice,2010-06-16,2015-06-07,Q112325728-42BBBB47-7AE7-4FA1-88A0-CD58EF4DEC2E
Q112325729,Mohamed Khair el Zubair,Q105926147,Finance,2000-01-24,2001-02-23,Q112325729-922D27DE-5F42-48F4-B09E-65BF8317EB65
Q112325730,Mohamed Zayed Awad,Q112325303,Petroleum and Gas,2015-06-07,2017-05-12,Q112325730-96D8E67F-0EEE-4AC0-8225-7C488FE10452
Q112325731,Mohammed Ali al-Mardi,Q112325297,Justice,2005-09-21,2008-02-13,Q112325731-4256F545-9902-4CDC-9EDD-7D971DAE678C
Q112325732,Mohammed Osman Suleiman Rikabi,Q105926147,Finance,2017-05-12,2018-09-09,Q112325732-3249A299-C2F2-489D-9E0E-57BE535D672F
Q112325733,Mohammed Tahi Aila,Q112325314,Tourism and Environment,1996-04-21,2000-01-24,Q112325733-37F79E23-F56C-465A-9CBA-026C41135F62
Q112325733,Mohammed Tahi Aila,Q112325309,Roads and Bridges,2001-02-23,2005-09-21,Q112325733-DB1EEB33-8CB2-429E-9945-207522CBA343
Q112325733,Mohammed Tahi Aila,Q112325309,Roads and Telecommunications,2000-01-24,2001-02-23,Q112325733-ECABC20D-8ECE-42DD-8DFA-1F5233630D7B
Q112325735,Mohammed Yousif Ali Yousif,Q112325290,Industry,2015-06-07,2017-05-12,Q112325735-3559F2EF-8CCD-4693-8F6D-451A07C485A8
Q112325736,Mohammed Yusuf Abdallah,Q112325276,"Culture, Youth and Sport",2005-09-21,2010-06-16,Q112325736-39151333-4183-4CD0-AA6B-974BD279C38F
Q112325738,Mohammed al-Amin Issa Kabbashi,Q112325266,Agriculture and Forests,2005-09-21,2008-02-13,Q112325738-B55137BF-FCBC-42DE-B182-2E2C26DF2A81
Q112325739,Mohammed al-Amine Khalifa,Q112325274,Minister of Cabinet Affairs,1998-03-09,2000-01-24,Q112325739-0AAC8303-976D-4EE4-B1E8-32BA7AF59592
Q112325740,Mohmed Abu-Fatima,Q112325300,Minerals,2019-03-13,2019-04-11,Q112325740-F2D365F4-10EC-41BB-A8CF-2BDCC76531FF
Q112325743,Mubarak Muhammad Ali al-Majdhub,Q111192544,Higher Education,2001-02-23,2005-09-21,Q112325743-5AE2D1F3-D9A1-4317-B110-B7515CFA632C
Q112325744,Muhammad Ahmad Salim,Q112325297,Justice,2018-05-14,2019-04-11,Q112325744-712743E7-B81B-44D3-BE6A-2A12FE647BC7
Q112325745,Musa Mohamed Karama,Q112325290,Industry,2017-05-12,2018-09-09,Q112325745-1E7A304B-32A3-4857-A76A-93E95FB79002
Q112325745,Musa Mohamed Karama,Q112325290,Industry and Trade,2018-09-09,2019-03-13,Q112325745-C69CEB92-4545-471F-A53C-EC2882752922
Q112325746,Musa Tibin Musa,Q112325270,Animal Resources,2015-06-07,2017-05-12,Q112325746-8E051412-D7B3-4070-8FD6-583477029906
Q112325747,Mustafa Osman al Obeid,Q85851442,Defence,2015-06-07,2015-08-23,Q112325747-251521DC-4E66-4E02-B109-F7F9EAD50ADE
Q112325748,Nafi Ali Nafi,Q112325284,Federal Government,2001-02-23,2005-09-21,Q112325748-5043B0CB-A1F3-486C-B8F2-A532F883A662
Q112325748,Nafi Ali Nafi,Q112325306,Presidential Affairs,2005-09-21,2010-06-16,Q112325748-C5AB2F96-6B7C-44A3-8754-E8D7F36EFB00
Q112325749,Osama Abdalla Mohamed Al-Hassan,Q112325280,Electricity and Dams,2010-06-16,2012-07-09,Q112325749-15EE0470-C2AC-48B6-9903-96DE91B00513
Q112325749,Osama Abdalla Mohamed Al-Hassan,Q112325318,Water Resources and Electricity,2012-07-09,2013-12-08,Q112325749-E2FA6002-02DB-4862-926D-67D1D1DBEF38
Q112325750,Osman Omar al-Sharif,Q112325315,Trade,2011-12-27,2015-06-07,Q112325750-ADF15FD7-65A7-42BB-9798-83DCF7258443
Q112325752,Osman al-Toam Hamad,Q112325318,"Water Resources, Irrigation, and Electricity",2019-03-13,2019-04-11,Q112325752-DFF37939-A092-4E2B-881C-12343669BAB7
Q112325753,Osmane al-Hadi Ibrahim,Q112325266,Agriculture,1999-03-06,2000-01-24,Q112325753-55173A31-8BFE-4E3B-B4CB-0076CA14E770
Q112325754,Paul Mithanq,Q112325279,Education,2005-09-21,2007-12-26,Q112325754-4659F4ED-E317-4DDA-987B-0A2BFEDF7D32
Q112325755,Peter Niyot Kok,Q111192544,Higher Education,2005-09-21,2007-12-26,Q112325755-14328D53-670D-401E-BAA9-AADF1B14859B
Q112325756,Philip Thon Leek,Q112325317,"Transport, Roads, and Bridges",2007-12-26,2010-06-16,Q112325756-A8316BBB-9112-4035-B602-BDA5FDEB4924
Q112325757,Rudhwan Mohamed Ahmed Murjan,Q112325266,Agriculture and Forests,2019-03-13,2019-04-11,Q112325757-B804F214-CA94-4EE4-979A-B7F3251F91FF
Q112325759,Saddiq al-Sharif Ibrahim Yusuf al-Hindi,Q112325293,International Cooperation,2001-02-23,2001-03-21,Q112325759-0D8CB005-31D5-4ACC-983D-576408182096
Q112325760,Saif-Eddin Hamad Abdalla,Q112325318,Water Resources,2011-12-27,2012-07-09,Q112325760-35368B0F-C1CC-4D25-8FE1-7AA83020A12D
Q112325761,Salah Muhammad Muhammad Salih,Q112325306,Presidential Affairs,2001-02-23,2005-09-21,Q112325761-06437A81-2A10-4098-8173-2CB31BE8F2A8
Q112325762,Salaheddin Wansi Mohammed Khair,Q112325306,Presidential Affairs,2013-12-08,2017-05-12,Q112325762-E49C1840-E970-4F84-AE1B-05CB09213328
Q112325763,Samiyah Ahmad Muhammad,Q112325320,Welfare and Social Development,2007-12-26,2010-06-16,Q112325763-0A70AD9E-C6F2-4FAE-A825-862D61510A31
Q112325763,Samiyah Ahmad Muhammad,Q112325311,Social Welfare,2001-02-23,2005-09-21,Q112325763-71A40B70-EBCD-4C3F-9E0D-8F9377B49BE2
Q112325764,Sayyid Mohamed Qasam al Fidr,Q112325318,"Water Resources, Irrigation, and Electricity",2018-09-09,2019-03-13,Q112325764-632F635F-F09B-4E98-8FEC-7BE18C2E320B
Q112325765,Siddiq Mohamed Tawm Hamad al-Nayer,Q112325322,Youth and Sports,2013-01-15,2015-06-07,Q112325765-8BB9EA51-A535-418E-A85D-3F3AE1127A6A
Q112325766,Suaad Abdul Razig,Q112325279,Education,2011-12-27,2017-05-12,Q112325766-4EEDCD82-636E-4167-958C-5D16ED68AAC9
Q112325767,Sua’ad al-Karib,Q112325320,Welfare and Social Security,2019-03-13,2019-04-11,Q112325767-688DCB4A-2C3A-48C6-9512-674CC0FD5FE2
Q112325795,Suhair Ahmed Salah,Q111192544,Higher Education and Scientific Research,2019-03-13,2019-04-11,Q112325795-1B712FAE-1947-4B6D-80BB-8D762DBC28AB
Q112325796,Sumaya Mohammed Ahmed Abu-Kashawa,Q111192544,Higher Education and Scientific Research,2013-12-08,2018-09-09,Q112325796-9E91BE89-408D-45F5-9ED4-90A1A3F70434
Q112325797,Tabita Sokaya,Q112325286,Health,2005-09-21,2010-06-16,Q112325797-4BA1CCFE-7CD8-4341-BA8C-B463D15DA862
Q112325798,Tahani Abdallah Attiya,Q111192637,Science and Communications,2013-12-08,2015-06-07,Q112325798-12637997-74E2-4663-8506-E8B398998131
Q112325798,Tahani Abdallah Attiya,Q112325275,Communications and Information Technology,2015-06-07,2018-09-09,Q112325798-42863E4F-30D4-4548-89E8-245D098F961D
Q112325799,Tayyar Abdallah Ali Safi al-Nur,Q112325274,Minister of Cabinet Affairs,2003-05-08,2005-09-21,Q112325799-72642673-0952-41C1-8E9B-B5D90F992619
Q112325800,Umar Sulayman Ibrahim,Q112325276,"Culture, Tourism, and Antiquities",2018-09-09,2019-03-13,Q112325800-C1FBF8BF-3BA9-426A-B505-3E151F45B740
Q112325801,Widad Yacub Ibrahim Uthman,Q112325320,Welfare and Social Security,2018-09-09,2019-03-13,Q112325801-084BEA50-7C50-4F99-9975-D6335A03AACB
Q112325802,Yahiya Abdalla Mohamed Hamad,Q112325275,Communications and Information Technology,2010-06-16,2011-12-27,Q112325802-8AAC34E7-9269-473D-8874-A802ECB4C102
Q112325803,Yusuf Sulayman Takana,Q112325293,International Cooperation,2002-08-19,2005-09-21,Q112325803-6E6B70C0-C2B8-4BC4-AE3F-782E3E68C04F
Q112325804,al-Dirdiri Muhammad Ahmad,Q109984815,Foreign Affairs,2018-05-14,2019-04-11,Q112325804-B89ED2D5-219D-46D0-A1CA-1D0F43631E34
Q112325805,al-Saddiq Majouba Al-Tayeb,Q112325286,Health,2019-03-13,2019-04-11,Q112325805-98F12EEE-C1CA-4CBF-B1C2-BCA464C9985C
Q112325806,al-Semaih al-Siddiq al-Nur,Q112325290,Industry,2013-12-08,2015-06-07,Q112325806-C0097074-F7A7-4A9E-98C4-1B77B579CA41
Q112325808,el Hadi Abdallah,Q112325292,Interior,2000-07-10,2001-02-23,Q112325808-EFC659DB-169E-4A75-9F36-88CF2051BE67
Q112325809,el Tijani Adam el Tahir,Q112325282,Environment and Construction Development,2001-02-23,2005-09-21,Q112325809-2097C7FE-C6F2-437B-B0AD-03054959F7B6
Q112325809,el Tijani Adam el Tahir,Q112325314,Tourism,2000-01-24,2001-02-23,Q112325809-3873ABF6-9588-442C-81DF-B680508D944A
Q112674333,Issa Osman Sharif,Q112325266,Minister of Agriculture,2019-09-08,2020-07-09,Q112674333-0D5B009D-69EF-4CEA-91CE-DFAE2D9FD4A7
Q112674337,Omar Munis,Q112325274,Minister of Cabinet Affairs,2019-09-08,2021-02-09,Q112674337-D052C3B7-DB95-405A-ADB9-74E6C63822E2
Q112674342,Mohammed el-Amin el-Tom,Q112325279,Minister of Education,2019-09-08,,Q112674342-AE765C6D-0B80-4DD2-ADE5-1865D604FB41
Q112674343,Adel Ibrahim,Q112325281,Minister of Energy and Mining,2019-09-08,2020-07-09,Q112674343-0D702F96-D443-45E1-85DE-AA709B2DE9BC
Q112674346,Youssef Adam Aldai,Q112325284,Minister of Federal Government,2019-09-08,2021-02-09,Q112674346-E7518BCF-00A4-4766-961D-9F011C7D1BB5
Q112674349,Akram Ali Altom,Q112325286,Minister of Health of Sudan,2019-09-08,2020-07-09,Q112674349-FCC7D66C-C249-46A8-AE01-30D608E49ADA
Q112674352,Madani Abbas Madani,Q112325290,Minister of Industry,2019-09-08,2021-02-09,Q112674352-A5F6D36E-15A4-49D6-A987-0FE832EA39F8
Q112674354,Hashim Tahir Sheikh Taha,Q112325317,Minister of Transport,2019-10-15,2020-07-09,Q112674354-40FACE08-953A-4C9C-A570-61ACBCE21D69
Q112674357,Idriss al-Traifi,Q112325292,Minister of Interior,2019-09-08,2021-02-09,Q112674357-56BB530A-BC48-4D37-9A26-54F30920FB1D
Q112674360,Yasser Abbas Mohamed Ali,Q112325296,Minister of Irrigation and Water Resources,2019-09-08,,Q112674360-FAFC6F65-74C8-461A-B855-9D3B42942805
Q112674361,Alam al-Din Abdallah Abashar,Q112674296,Minister of Livestock and Fisheries,2019-10-15,2020-07-09,Q112674361-F6F85309-4E9B-4079-A6DB-192C6E29063E
Q112674365,Nasr al-Din Mufreh,Q112325308,Minister of Religious Affairs,2019-09-08,,Q112674365-5AF57A01-147B-4206-A8AA-DA8D2FBAB895
Q11995405,Peter Adwok Nyaba,Q111192544,Higher Education and Scientific Research,2008-09-14,2011-12-27,Q11995405-D7D51FC3-6AD8-4AF1-A295-B88C6A78CBB6
Q12228166,Ali Ahmed Karti,Q109984815,Foreign Affairs,2010-06-16,2015-06-07,Q12228166-D3AA220E-E94D-4998-A7D6-91AB2DF69C3D
Q12229359,Ghazi Salahedine Atabanai,Q112325275,Communications and Information,2001-02-23,2001-06-14,Q12229359-05681A00-B5A1-4C00-A71C-A35C9AE8C9A2
Q12229359,Ghazi Salahedine Atabanai,Q112325276,Culture and Information,1998-03-09,2001-02-23,Q12229359-1BAF9267-DC86-4F34-A54B-C0CABACD3D3F
Q15700032,Bakri Hassan Saleh,Q7925069,Vice-President,2013-12-07,2019-02-23,Q15700032-06D9F8A9-73FC-4D88-9E55-77165FE4A48D
Q15700032,Bakri Hassan Saleh,Q30100623,Vice-President and Prime Minister,2017-03-02,2018-09-10,Q15700032-0725b25b-4978-a04c-b2eb-5ad7464afb68
Q15700032,Bakri Hassan Saleh,Q112325306,Presidential Affairs,2005-09-21,2013-12-08,Q15700032-11A4D5A1-39F3-4C4C-B9AE-6BB78DF6D8B5
Q15700032,Bakri Hassan Saleh,Q85851442,Defence,2000-07-10,2005-09-21,Q15700032-6964FCFB-A1FB-4098-8E07-426DD58D311E
Q15700032,Bakri Hassan Saleh,Q7925069,Vice-President,2013-12-08,2017-03-01,Q15700032-8C04A3A8-0E8C-4BF1-A9D1-2F01219163C9
Q15700032,Bakri Hassan Saleh,Q112325306,Presidential Affairs,1998-03-09,2000-07-10,Q15700032-98EA69D2-8896-47D9-B42D-792D92F60C28
Q16127041,Hassabo Mohamed Abdel Rahman,Q7925069,Vice-President,2013-12-07,2018-09-10,Q16127041-9CA7B833-5E4A-4D0B-9B50-F3844882172A
Q16204805,Riek Gai,Q112325268,Animal Health,2001-02-23,2005-09-21,Q16204805-50168ED0-78CA-4DB9-A1BF-B660C84BBFC7
Q167444,John Garang,Q7925069,Vice-President,2005-07-09,2005-07-30,Q167444-89960418-09C2-404C-9883-705CB7581F5A
Q19605286,Al-Haj Adam Yousif,Q7925069,Vice-President,2011-09-13,2013-12-07,Q19605286-20348AAF-D566-4C55-9390-918C4F0167C4
Q19605286,Al-Haj Adam Yousif,Q112325266,Agriculture,2000-01-24,2000-07-10,Q19605286-D312422B-8D49-4E11-857A-AD4C285A5457
Q2046108,Pagan Amum Okiech,Q112325274,Minister of Cabinet Affairs,2007-12-26,2008-09-14,Q2046108-CB6D7038-8415-4FD6-B228-9BE59D3972BD
Q2161477,Osman Yusuf Kibir,Q7925069,Vice-President,2018-09-10,2019-04-11,Q2161477-176A0617-129B-4C6A-BC45-9093696D9004
Q21933547,Ibrahim Ghandour,Q109984815,Foreign Affairs,2015-06-07,2018-04-19,Q21933547-A5D1A38F-4339-4ECE-8391-768D965CACDD
Q22949078,Ahmed Awad Ibn Auf,Q7925069,Vice President of Sudan,2019-02-23,2019-04-11,Q22949078-122B4A5D-77F0-49FD-BFB9-881779A51951
Q23540905,George Kongor Arop,Q7925069,Vice-President,1995-08-12,2000-10-14,Q23540905-E8A9940F-209D-4868-8A31-46C222B14003
Q23541055,Moses Machar,Q7925069,Vice-President,2001-02-23,2005-07-09,Q23541055-49A72172-6980-4434-88E3-E0CA396A1363
Q27654948,Abdalla Hamdok,Q30100623,Prime Minister of Sudan,2019-08-21,2021-10-25,Q27654948-270e7996-4b95-4727-b044-606ef021bb42
Q27654948,Abdallah Hamdok,Q105926147,Finance and Economic Planning,2018-09-09,2018-09-15,Q27654948-FF55D8C9-BB28-4EE3-A332-93F532180979
Q286743,Hatim Al-Sir,Q112325315,Trade,2017-05-12,2018-09-09,Q286743-592B5D4D-CBE6-45A0-BE8A-E1AED026DDF5
Q286743,Hatim Al-Sir,Q112325317,Transport and Urban Development,2018-09-09,2019-04-11,Q286743-F41EC055-C0FA-4474-A27A-7241C58D27AC
Q307796,Abdel Rahmi Mohamed Hussein,Q112325292,Interior,1998-03-09,2000-07-10,Q307796-65DB020B-B002-4A33-B29A-E61AD9B0EDD3
Q307796,Abdel Rahmi Mohamed Hussein,Q85851442,Defence,2005-09-21,2015-06-07,Q307796-8B0BC5D1-779C-4B98-B94D-2AD209F30836
Q307796,Abdel Rahmi Mohamed Hussein,Q112325292,Interior,2001-02-23,2005-09-21,Q307796-AC541664-BE82-41CF-AF4B-415B26F6DBA6
Q307796,Abdel Rahmi Mohamed Hussein,Q112325306,Presidential Affairs,2000-07-10,2001-02-23,Q307796-E9EFB361-9A07-4D8E-A1B9-417FBE40989E
Q400652,Ahmed Haroun,Q112325292,Minister of Interior,2003-04-01,2005-09-01,Q400652-830FD134-18EE-41EE-B75C-E83A34441C6E
Q4695771,Ahmed Bilal Osman,Q112325291,Information,2012-04-30,2012-07-09,Q4695771-02856FE9-0917-49B1-8381-2F72961B838C
Q4695771,Ahmed Bilal Osman,Q112325286,Health,2001-02-23,2005-09-21,Q4695771-0F51C4A4-53D3-4EA2-968E-AF6CB77F1B2F
Q4695771,Ahmed Bilal Osman,Q112325292,Interior,2018-09-09,2019-03-13,Q4695771-33A495D5-B568-4508-9977-212582939FE7
Q4695771,Ahmed Bilal Osman,Q112325291,Information,2013-12-08,2018-09-09,Q4695771-51565106-039D-42A4-968B-DD0C2D4CBF91
Q4695771,Ahmed Bilal Osman,Q112325276,Culture and Information,2012-07-09,2013-12-08,Q4695771-55213448-2789-457E-978C-1BE41E732984
Q48728938,Mohammed Tahir Ella,Q30100623,"Prime Minister, Finance, and Economic Planning",2019-02-23,2019-03-13,Q48728938-00AFA437-591D-4353-AFA0-59CECAC3E293
Q48728938,Mohammed Tahir Ella,Q30100623,Prime Minister,2019-03-13,2019-04-11,Q48728938-291E0FFD-77F8-4EE1-97C1-049722147847
Q50379451,Albino Akol Akol,Q109984815,Foreign Affairs,2005-09-21,2007-12-26,Q50379451-6D41BDB0-37C3-44DD-B0F2-80D26137D412
Q50379451,Albino Akol Akol,Q112325317,Transport,1996-04-21,2002-08-19,Q50379451-E47FF820-4669-409A-B356-17029702056B
Q5256910,Deng Alor Kuol,Q112325274,Minister of Cabinet Affairs,2005-09-21,2007-12-26,Q5256910-06D5CC86-437C-4D7D-AD0B-8FC716542C6F
Q5256910,Deng Alor Kuol,Q109984815,Foreign Affairs,2007-12-26,2010-06-16,Q5256910-2410DF83-9312-4784-B966-AB53A67E209F
Q5431080,Faisal Saleh,Q112325276,Minister of Culture,2019-09-08,2021-02-09,Q5431080-947F3BBC-240E-4098-BECD-12D28308D0FF
Q56556415,Muattaz Musa Abdallah Salim,Q112325318,"Water Resources, Irrigation, and Electricity",2015-06-07,2018-09-09,Q56556415-45C04143-F6D0-4E38-B9C5-88CC4F701019
Q56556415,Muattaz Musa Abdallah Salim,Q30100623,Prime Minister,2018-09-09,2018-09-15,Q56556415-68EAC0AA-9ECE-4754-909A-19A95B00186A
Q56556415,Muattaz Musa Abdallah Salim,Q30100623,"Prime Minister, Finance, and Economic Planning",2018-09-15,2019-02-23,Q56556415-99982770-EF03-4BDA-B9B6-AA6B63294119
Q56556415,Muattaz Musa Abdallah Salim,Q112325318,Water Resources and Electricity,2013-12-08,2015-06-07,Q56556415-B215F33B-D2D9-415C-A610-EF483787436D
Q57265,Lt-Gen Umar Hasan Ahmad al-Bashir,Q30100623,Prime Minister,1993-10-30,2002-08-19,Q57265-33B05D9F-B348-4684-A0B8-9154D29BF5F2
Q57265,Lt-Gen Umar Hasan Ahmad al-Bashir,Q14948193,President and Prime Minister,1989-06-30,2019-04-11,Q57265-60477ef0-44e4-de94-5eaf-49dc3a29ee5f
Q57315,Salva Kiir Mayardit,Q7925069,Vice-President,2005-08-11,2011-07-09,Q57315-3A6D6A7E-9F7D-4355-AC7C-B816CEC32FB5
Q5984644,Ibrahim Mahmoud Hamad,Q112325266,Agriculture,2013-12-08,2015-06-07,Q5984644-6458B26E-35B0-41F4-A721-BC28D2E27B57
Q5984644,Ibrahim Mahmoud Hamad,Q112325289,Humanitarian Affairs,2002-11-30,2005-09-21,Q5984644-66F44929-9F5E-465A-A013-127DF7B4C683
Q5984644,Ibrahim Mahmoud Hamad,Q112325292,Interior,2008-02-13,2013-12-08,Q5984644-AE69BAAD-F41A-439E-A97C-FD961F44B9B0
Q5984644,Ibrahim Mahmoud Hamad,Q112325292,Interior,2018-05-14,2018-09-09,Q5984644-BDD4930F-4C05-4D84-9C11-C08A0B9A9257
Q63145660,Mohamed Hamdan Daglo,Q112315913,Deputy Chairman of the Sovereignty Council,2019-08-21,2021-10-24,Q63145660-54379309-A3D0-4C39-9F03-720164230F9B
Q63145660,Mohamed Hamdan Daglo,Q112315909,Deputy Chairman of the Transitional Military Council,2019-04-13,2019-08-21,Q63145660-BC988DC1-04B7-45C1-983D-5C2C464E2B30
Q67162677,Intisar el-Zein Soghayroun,Q111192544,Minister of Higher Education and Scientific Research,2019-09-08,,Q67162677-ECD0BFC9-AC8A-466D-AAD3-49123E821804
Q67163842,Wala'a Essam al-Boushi,Q112325322,Minister of Youth and Sports,2019-09-08,2021-02-09,Q67163842-E8BEE625-21CC-4F67-A432-ECF9ECACDEDC
Q67199752,Kamal Abdelmarouf,Q112315909,Deputy Chairman of the Transitional Military Council,2019-04-11,2019-04-13,Q67199752-341E81E2-7BBD-4580-BF11-6DE070B52CA7
Q67201470,Asma Mohamed Abdalla,Q109984815,Minister of Foreign Affairs,2019-09-08,2020-07-09,Q67201470-A3176C0B-9E1C-4603-894E-968367E0F70E
Q67222756,Lena el-Sheikh Mahjoub,Q112325298,Minister of Labour,2019-09-08,2021-02-09,Q67222756-E847FE1B-C0A3-4A0E-9444-485CA8F94B7B
Q6930870,Mubarak Abdullahi El-Fadil El-Mahdi,Q112325294,Investment,2017-05-12,2018-09-09,Q6930870-C56768DA-3F5F-4752-B4DF-E821D70B87CB
Q6943310,Moustafa Osmane Ismail,Q109984815,Foreign Affairs,1998-02-12,2005-09-21,Q6943310-1E10F584-DDF7-491E-9294-26090065FCBA
Q6943310,Moustafa Osmane Ismail,Q112325294,Investment,2013-12-08,2015-06-07,Q6943310-7E3E6873-E940-409E-A0C6-D90F2D754A2A
Q80189081,Nasreldin Abdelbari,Q112325297,Minister of Justice,2019-09-09,,Q80189081-74656B9F-3E75-42DF-829A-77C8B6A97C0C
Q88511256,Jamal Aldin Omar,Q85851442,Minister of Defence,2019-09-08,2020-03-25,Q88511256-5E83C732-E9DA-4F0E-BE25-A767E7F80333
Q937264,Ali Osman Mohamed Taha,Q7925069,Vice-President,2005-07-09,2011-09-13,Q937264-243A9344-F574-4DD2-AF24-5000C3ED1C15
Q937264,Ali Osman Mohamed Taha,Q7925069,Vice-President,2011-09-13,2013-12-06,Q937264-47E17F14-DB61-48CB-8A43-74699ACAD309
Q937264,Ali Osman Mohamed Taha,Q7925069,Vice-President,1998-02-01,2005-01-09,Q937264-E7A820EC-2D48-4D34-B6E4-F1838C3E95B6
Q96632057,Ibrahim Elbadawi,Q105926147,Minister of Finance and Economy,2019-09-08,2020-07-09,Q96632057-f7e62a52-47fd-e84c-6e7c-247cd9ab241b
